,Decision_0,Decision_1,Hand_0,Hand_1,Hand_2,Pull_0,Pull_1,solver_ev_0,solver_ev_1,solver_ev_2,solver_ev_3,solver_ev_4,solver_ev_5,solver_ev_6,solver_ev_7,solver_ev_8,solver_ev_9,solver_ev_avg,ResolvedDecision_0,ResolvedDecision_ev_0,ResolvedDecision_1,ResolvedDecision_ev_1
498,7s bot Qs bot,6s bot As bot,KdKhAh-AdAc-,KdKhAh-AdAc-7sQs,KdKhAh-AdAc-7sQs6sAs,3c 7s Qs ,8d 6s As ,27.0,0.0,0.0,27.0,27.0,27.0,27.0,27.0,0.0,27.0,18.0,7s bot Qs bot,0.0,6s bot As bot,0.0
499,Td bot 8c bot,6d mid 8h bot,KdKhAh-AdAc-,KdKhAh-AdAc-Td8c,KdKhAh-AdAc6d-Td8c8h,Td 8c Kc ,6d 3h 8h ,23.0,23.0,23.0,29.0,23.0,23.0,29.0,23.0,23.0,29.0,24.0,Td bot 8c bot,0.0,6d mid 8h bot,0.0
500,5d bot 2c mid,2d bot 8d bot,KdKhAh-AdAc-,KdKhAh-AdAc2c-5d,KdKhAh-AdAc2c-5d2d8d,5d 2c Qc ,2d 8d Ks ,27.0,0.0,23.0,0.0,27.0,0.0,0.0,0.0,0.0,23.0,10.0,2c bot Qc bot,1.9600000000000009,2d bot 8d bot,0.0
501,Jd bot 6h mid,7d bot Ks mid,KdKhAh-AdAc-,KdKhAh-AdAc6h-Jd,KdKhAh-AdAc6hKs-Jd7d,Jd 6h As ,7d 8c Ks ,25.0,29.0,29.0,0.0,0.0,23.0,23.0,23.0,29.0,0.0,18.0,Jd mid 6h bot,0.5993333333333339,7d bot 8c bot,1.1696666666666662
502,7d bot 8d bot,7c bot 6s mid,KdKhAh-AdAc-,KdKhAh-AdAc-7d8d,KdKhAh-AdAc6s-7d8d7c,7d 8d 4c ,6d 7c 6s ,23.0,23.0,0.0,29.0,23.0,23.0,29.0,29.0,23.0,23.0,22.0,7d bot 8d bot,0.0,6d mid 7c bot,0.0
503,7d bot Jd bot,5d bot 2c mid,KdKhAh-AdAc-,KdKhAh-AdAc-7dJd,KdKhAh-AdAc2c-7dJd5d,7d Jd 9h ,5d 2c Kc ,23.0,23.0,0.0,0.0,27.0,0.0,23.0,23.0,0.0,23.0,14.0,7d bot 9h bot,0.06733333333333213,5d bot Kc mid,0.2043333333333326
504,Tc bot 2s mid,Qh mid 3s bot,KdKhAh-AdAc-,KdKhAh-AdAc2s-Tc,KdKhAh-AdAc2sQh-Tc3s,5d Tc 2s ,2d Qh 3s ,0.0,23.0,23.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,9.0,5d bot 2s bot,0.9593333333333334,Qh bot 3s bot,0.9146666666666663
505,6h bot 4s bot,7h bot 7s bot,KdKhAh-AdAc-,KdKhAh-AdAc-6h4s,KdKhAh-AdAc-6h4s7h7s,6h 4s 9s ,7h 7s Js ,0.0,23.0,23.0,23.0,0.0,0.0,23.0,23.0,0.0,23.0,13.0,4s bot 9s bot,0.8733333333333348,7h bot 7s bot,0.0
506,5c mid 8s bot,Qd bot Qh bot,KdKhAh-AdAc-,KdKhAh-AdAc5c-8s,KdKhAh-AdAc5c-8sQdQh,3d 5c 8s ,Qd Jh Qh ,23.0,0.0,23.0,23.0,23.0,23.0,29.0,23.0,23.0,0.0,19.0,3d bot 5c bot,0.8266666666666662,Qd bot Qh bot,0.0
507,6c mid Jc bot,5d bot 4h mid,KdKhAh-AdAc-,KdKhAh-AdAc6c-Jc,KdKhAh-AdAc6c4h-Jc5d,6c Jc Kc ,5d 4h Qh ,23.0,0.0,0.0,23.0,23.0,0.0,23.0,23.0,0.0,0.0,11.0,6c bot Jc bot,1.4033333333333342,4h bot Qh bot,0.9430000000000005
508,4c mid Tc bot,Qc bot Qs bot,KdKhAh-AdAc-,KdKhAh-AdAc4c-Tc,KdKhAh-AdAc4c-TcQcQs,4c Tc As ,6c Qc Qs ,0.0,0.0,0.0,0.0,23.0,29.0,23.0,23.0,23.0,23.0,14.0,4c bot Tc bot,1.8200000000000003,Qc bot Qs bot,0.0
509,5h bot Jh bot,3h bot 8h bot,KdKhAh-AdAc-,KdKhAh-AdAc-5hJh,KdKhAh-AdAc-5hJh3h8h,5h Jh Ts ,3h 8h 2s ,0.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,0.0,27.0,21.0,5h bot Jh bot,0.0,3h bot 8h bot,0.0
510,8d bot Tc bot,2d mid Js bot,KdKhAh-AdAc-,KdKhAh-AdAc-8dTc,KdKhAh-AdAc2d-8dTcJs,8d Tc 4h ,2d 4d Js ,23.0,0.0,0.0,0.0,23.0,25.0,23.0,0.0,0.0,23.0,11.0,8d bot Tc bot,0.0,4d mid Js bot,0.005000000000000782
511,4s mid 9s bot,Tc mid Ks bot,KdKhAh-AdAc-,KdKhAh-AdAc4s-9s,KdKhAh-AdAc4sTc-9sKs,Th 4s 9s ,4d Tc Ks ,0.0,27.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,23.0,9.0,4s bot 9s bot,2.705333333333334,Tc bot Ks mid,2.2256666666666662
512,9d bot Qd bot,7c mid Jh bot,KdKhAh-AdAc-,KdKhAh-AdAc-9dQd,KdKhAh-AdAc7c-9dQdJh,8d 9d Qd ,7c Jh Ks ,23.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8d bot 9d bot,1.2106666666666666,Jh bot Ks bot,1.639333333333333
513,9d bot Js bot,Td bot 4h mid,KdKhAh-AdAc-,KdKhAh-AdAc-9dJs,KdKhAh-AdAc4h-9dJsTd,9d 3s Js ,7d Td 4h ,23.0,25.0,23.0,23.0,0.0,25.0,0.0,0.0,23.0,25.0,16.0,3s bot Js bot,1.1780000000000008,7d bot Td bot,0.10933333333333373
514,8h bot 5s bot,2s mid 8s bot,KdKhAh-AdAc-,KdKhAh-AdAc-8h5s,KdKhAh-AdAc2s-8h5s8s,8h Jh 5s ,Th 2s 8s ,0.0,23.0,31.0,23.0,23.0,0.0,23.0,23.0,23.0,0.0,16.0,8h bot Jh bot,1.0566666666666666,Th mid 8s bot,0.0589999999999975
515,2c bot Jc bot,Qc bot 5h mid,KdKhAh-AdAc-,KdKhAh-AdAc-2cJc,KdKhAh-AdAc5h-2cJcQc,2c 6c Jc ,Qc 5h 9h ,27.0,23.0,0.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,13.0,2c bot 6c bot,0.277333333333333,Qc bot 5h mid,0.0
516,3d bot 4d bot,2c mid 4h bot,KdKhAh-AdAc-,KdKhAh-AdAc-3d4d,KdKhAh-AdAc2c-3d4d4h,3d 4d 9s ,2c 4h Th ,23.0,23.0,23.0,0.0,23.0,23.0,23.0,0.0,0.0,0.0,13.0,3d bot 4d bot,0.0,2c mid 4h bot,0.0
517,6c bot 6s bot,2c mid 6h bot,KdKhAh-AdAc-,KdKhAh-AdAc-6c6s,KdKhAh-AdAc2c-6c6s6h,6c 6s Js ,2c 3c 6h ,33.0,29.0,29.0,29.0,29.0,29.0,23.0,29.0,29.0,23.0,28.0,6c bot 6s bot,0.0,3c bot 6h bot,0.1793333333333358
518,5c bot 6c bot,Jd mid Ks mid,KdKhAh-AdAc-,KdKhAh-AdAc-5c6c,KdKhAh-AdAcJdKs-5c6c,5c 6c 9h ,3d Jd Ks ,23.0,23.0,0.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,11.0,5c bot 6c bot,0.0,3d bot Ks mid,1.83
519,Qh bot Qs bot,Qd bot 9c mid,KdKhAh-AdAc-,KdKhAh-AdAc-QhQs,KdKhAh-AdAc9c-QhQsQd,7c Qh Qs ,Qd 9c 8s ,23.0,23.0,33.0,29.0,23.0,23.0,33.0,29.0,23.0,23.0,26.0,Qh bot Qs bot,0.0,Qd bot 8s bot,0.1836666666666673
520,Jd bot 3h bot,5c mid 8s mid,KdKhAh-AdAc-,KdKhAh-AdAc-Jd3h,KdKhAh-AdAc5c8s-Jd3h,Jd Kc 3h ,5c 7c 8s ,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,23.0,6.0,Jd bot 3h bot,0.0,5c bot 7c mid,0.8853333333333326
521,Jc bot Qs bot,Qd bot 3h mid,KdKhAh-AdAc-,KdKhAh-AdAc-JcQs,KdKhAh-AdAc3h-JcQsQd,Jc 7s Qs ,Qd 2h 3h ,23.0,23.0,23.0,23.0,0.0,23.0,23.0,29.0,0.0,23.0,19.0,7s bot Qs bot,1.6346666666666678,Qd bot 2h mid,0.019333333333335645
522,8h bot Th bot,8c bot 7h mid,KdKhAh-AdAc-,KdKhAh-AdAc-8hTh,KdKhAh-AdAc7h-8hTh8c,4h 8h Th ,8c 7h 4s ,23.0,0.0,23.0,23.0,23.0,23.0,23.0,0.0,23.0,23.0,18.0,8h bot Th bot,0.0,8c bot 4s mid,0.014333333333333087
523,8h bot Qh mid,Tc bot 2s mid,KdKhAh-AdAc-,KdKhAh-AdAcQh-8h,KdKhAh-AdAcQh2s-8hTc,7c 8h Qh ,Tc Qc 2s ,0.0,0.0,23.0,0.0,0.0,0.0,25.0,0.0,23.0,23.0,9.0,7c bot 8h bot,2.576666666666666,Tc bot Qc bot,0.8499999999999996
524,Jc bot Js bot,Tc bot 9h mid,KdKhAh-AdAc-,KdKhAh-AdAc-JcJs,KdKhAh-AdAc9h-JcJsTc,Jc Th Js ,6d Tc 9h ,23.0,23.0,0.0,23.0,23.0,23.0,29.0,0.0,23.0,23.0,19.0,Jc bot Js bot,0.0,6d mid Tc bot,0.045999999999999375
525,Tc bot 8h bot,6d bot 4c mid,KdKhAh-AdAc-,KdKhAh-AdAc-Tc8h,KdKhAh-AdAc4c-Tc8h6d,Jd Tc 8h ,6d 4c As ,23.0,0.0,25.0,25.0,0.0,0.0,25.0,23.0,25.0,23.0,16.0,Tc bot 8h bot,0.0,6d bot 4c mid,0.0
526,6d bot 7s bot,6h bot 7h bot,KdKhAh-AdAc-,KdKhAh-AdAc-6d7s,KdKhAh-AdAc-6d7s6h7h,6d Qh 7s ,5d 6h 7h ,31.0,23.0,23.0,29.0,29.0,23.0,29.0,23.0,23.0,23.0,25.0,6d bot 7s bot,0.0,6h bot 7h bot,0.0
527,2d bot 3d bot,6h mid Ks mid,KdKhAh-AdAc-,KdKhAh-AdAc-2d3d,KdKhAh-AdAc6hKs-2d3d,2d 3d Qs ,6h Ks As ,0.0,27.0,0.0,23.0,23.0,27.0,0.0,0.0,0.0,0.0,10.0,2d bot 3d bot,0.0,6h bot Ks mid,1.2176666666666662
528,2d mid 9c bot,6d bot 7s bot,KdKhAh-AdAc-,KdKhAh-AdAc2d-9c,KdKhAh-AdAc2d-9c6d7s,2d Jd 9c ,6d Th 7s ,23.0,23.0,23.0,0.0,25.0,23.0,25.0,0.0,0.0,23.0,16.0,Jd bot 9c bot,1.6639999999999997,Th bot 7s bot,0.007999999999999119
529,6c mid Th bot,Tc bot 6s bot,KdKhAh-AdAc-,KdKhAh-AdAc6c-Th,KdKhAh-AdAc6c-ThTc6s,6c Qc Th ,9d Tc 6s ,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0.0,0.0,23.0,18.0,6c bot Qc bot,2.208,9d bot Tc bot,1.5583333333333336
530,Jd bot Ts bot,2d mid 7s mid,KdKhAh-AdAc-,KdKhAh-AdAc-JdTs,KdKhAh-AdAc2d7s-JdTs,Jd Kc Ts ,2d 5d 7s ,23.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,25.0,7.0,Jd bot Ts bot,0.0,2d mid 7s bot,1.719333333333334
531,5d bot 6s bot,2d mid 6h bot,KdKhAh-AdAc-,KdKhAh-AdAc-5d6s,KdKhAh-AdAc2d-5d6s6h,5d 9h 6s ,2d 6h Ks ,23.0,0.0,23.0,0.0,29.0,23.0,23.0,23.0,23.0,23.0,19.0,5d bot 6s bot,0.0,6h bot Ks mid,0.3063333333333347
532,Qd bot Qs bot,Tc mid 5h bot,KdKhAh-AdAc-,KdKhAh-AdAc-QdQs,KdKhAh-AdAcTc-QdQs5h,Qd 3c Qs ,Tc 4h 5h ,23.0,0.0,23.0,0.0,23.0,23.0,23.0,29.0,23.0,23.0,19.0,Qd bot Qs bot,0.0,Tc bot 4h mid,0.05033333333333445
533,5d bot 2s mid,Tc mid Qs bot,KdKhAh-AdAc-,KdKhAh-AdAc2s-5d,KdKhAh-AdAc2sTc-5dQs,5d 6h 2s ,9c Tc Qs ,23.0,0.0,23.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,9.0,5d bot 6h bot,2.2286666666666672,Tc bot Qs bot,1.006333333333333
534,7d bot 2c mid,6c bot Qs mid,KdKhAh-AdAc-,KdKhAh-AdAc2c-7d,KdKhAh-AdAc2cQs-7d6c,7d 2c 8s ,2d 6c Qs ,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,2.0,7d bot 8s bot,2.2279999999999998,6c bot Qs mid,0.0
535,8d mid 3h bot,Jd bot 5s mid,KdKhAh-AdAc-,KdKhAh-AdAc8d-3h,KdKhAh-AdAc8d5s-3hJd,8d 4c 3h ,Jd 9c 5s ,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4c bot 3h bot,2.106,9c mid 5s bot,0.8839999999999995
536,7h bot 3s mid,2d bot 7s bot,KdKhAh-AdAc-,KdKhAh-AdAc3s-7h,KdKhAh-AdAc3s-7h2d7s,Jd 7h 3s ,2d 5s 7s ,0.0,23.0,23.0,0.0,23.0,23.0,23.0,23.0,23.0,23.0,18.0,Jd bot 7h bot,0.6913333333333345,2d bot 7s bot,0.0
537,3c bot 4s bot,7d bot 8c mid,KdKhAh-AdAc-,KdKhAh-AdAc-3c4s,KdKhAh-AdAc8c-3c4s7d,3c 7h 4s ,7d Jd 8c ,0.0,0.0,0.0,0.0,25.0,23.0,23.0,0.0,0.0,0.0,7.0,3c bot 4s bot,0.0,7d bot 8c mid,0.0
538,6c bot 9c bot,9d bot 5s mid,KdKhAh-AdAc-,KdKhAh-AdAc-6c9c,KdKhAh-AdAc5s-6c9c9d,6c 9c 2s ,3d 9d 5s ,29.0,0.0,23.0,0.0,0.0,0.0,0.0,23.0,23.0,23.0,12.0,6c bot 9c bot,0.0,3d mid 9d bot,0.009000000000000341
539,8d bot 9s bot,6c mid Jc bot,KdKhAh-AdAc-,KdKhAh-AdAc-8d9s,KdKhAh-AdAc6c-8d9sJc,8d 3s 9s ,3d 6c Jc ,0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,7.0,3s bot 9s bot,0.04600000000000115,3d mid 6c bot,0.03433333333333266
540,Ts bot Js bot,6c mid 8h mid,KdKhAh-AdAc-,KdKhAh-AdAc-TsJs,KdKhAh-AdAc6c8h-TsJs,3d Ts Js ,6d 6c 8h ,23.0,0.0,23.0,0.0,23.0,0.0,29.0,0.0,23.0,0.0,12.0,Ts bot Js bot,0.0,6d bot 6c bot,6.953666666666667
541,Jd mid 5c bot,4c bot 8s bot,KdKhAh-AdAc-,KdKhAh-AdAcJd-5c,KdKhAh-AdAcJd-5c4c8s,Jd 5c Kc ,4c Jc 8s ,0.0,25.0,23.0,0.0,23.0,27.0,0.0,23.0,25.0,0.0,14.0,5c bot Kc mid,0.02533333333333232,4c bot Jc bot,3.044666666666666
542,8c bot 8s bot,2d mid 8d bot,KdKhAh-AdAc-,KdKhAh-AdAc-8c8s,KdKhAh-AdAc2d-8c8s8d,8c 8s Ks ,2d 8d 4c ,23.0,23.0,23.0,29.0,23.0,29.0,23.0,23.0,29.0,23.0,24.0,8c bot 8s bot,0.0,2d bot 8d bot,0.1980000000000004
543,9c bot Jc bot,2d mid 3s mid,KdKhAh-AdAc-,KdKhAh-AdAc-9cJc,KdKhAh-AdAc2d3s-9cJc,Qd 9c Jc ,2d 4h 3s ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,2.0,9c bot Jc bot,0.0,4h mid 3s mid,0.019666666666665833
544,Qc bot Kc bot,3d mid Ks bot,KdKhAh-AdAc-,KdKhAh-AdAc-QcKc,KdKhAh-AdAc3d-QcKcKs,Qc Kc 2h ,3d 5c Ks ,0.0,0.0,23.0,0.0,23.0,29.0,23.0,23.0,23.0,23.0,16.0,Qc bot Kc bot,0.0,3d mid Ks bot,0.0
545,2s bot 3s bot,6d mid 3c bot,KdKhAh-AdAc-,KdKhAh-AdAc-2s3s,KdKhAh-AdAc6d-2s3s3c,5d 2s 3s ,6d 3c Qh ,29.0,23.0,23.0,29.0,23.0,23.0,0.0,0.0,23.0,23.0,19.0,2s bot 3s bot,0.0,3c bot Qh mid,0.054000000000002046
546,6h bot 6s bot,7d bot 7h bot,KdKhAh-AdAc-,KdKhAh-AdAc-6h6s,KdKhAh-AdAc-6h6s7d7h,4h 6h 6s ,7d Jd 7h ,29.0,23.0,29.0,23.0,23.0,23.0,29.0,31.0,29.0,23.0,26.0,6h bot 6s bot,0.0,7d bot 7h bot,0.0
547,3h mid 7s bot,2d bot Tc mid,KdKhAh-AdAc-,KdKhAh-AdAc3h-7s,KdKhAh-AdAc3hTc-7s2d,3h Th 7s ,2d Tc Qh ,29.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,7.0,3h bot Th bot,1.1359999999999992,Tc bot Qh mid,0.8799999999999999
548,2d bot 2c bot,4c bot 9h mid,KdKhAh-AdAc-,KdKhAh-AdAc-2d2c,KdKhAh-AdAc9h-2d2c4c,2d 2c Ks ,4c 7h 9h ,23.0,29.0,0.0,23.0,23.0,23.0,0.0,23.0,23.0,23.0,19.0,2d bot 2c bot,0.0,4c bot 9h mid,0.0
549,5c bot Jh mid,2d mid 3s bot,KdKhAh-AdAc-,KdKhAh-AdAcJh-5c,KdKhAh-AdAcJh2d-5c3s,Qd 5c Jh ,2d 3s 7s ,23.0,23.0,23.0,0.0,23.0,0.0,0.0,23.0,23.0,23.0,16.0,Qd bot Jh bot,1.1046666666666667,2d bot 3s bot,2.381333333333332
550,7c bot Jc bot,3s mid 7s bot,KdKhAh-AdAc-,KdKhAh-AdAc-7cJc,KdKhAh-AdAc3s-7cJc7s,7c Jc Ks ,Kc 3s 7s ,23.0,23.0,29.0,23.0,0.0,0.0,23.0,23.0,23.0,23.0,19.0,7c bot Jc bot,0.0,Kc mid 7s bot,0.29566666666666563
551,6d bot 3c bot,3h bot 6s bot,KdKhAh-AdAc-,KdKhAh-AdAc-6d3c,KdKhAh-AdAc-6d3c3h6s,6d 3c As ,Qd 3h 6s ,29.0,29.0,23.0,23.0,29.0,23.0,29.0,29.0,29.0,29.0,27.0,6d bot 3c bot,0.0,3h bot 6s bot,0.0
552,7d bot 5h bot,2s mid Js mid,KdKhAh-AdAc-,KdKhAh-AdAc-7d5h,KdKhAh-AdAc2sJs-7d5h,2d 7d 5h ,9c 2s Js ,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,7d bot 5h bot,0.0,9c bot 2s mid,1.4686666666666666
553,Jd bot Ts bot,5c mid Tc bot,KdKhAh-AdAc-,KdKhAh-AdAc-JdTs,KdKhAh-AdAc5c-JdTsTc,Jd Qh Ts ,4c 5c Tc ,23.0,23.0,23.0,23.0,23.0,23.0,0.0,29.0,0.0,23.0,19.0,Jd bot Ts bot,0.0,5c mid Tc bot,0.0
554,2c mid 6s bot,3d bot Ks mid,KdKhAh-AdAc-,KdKhAh-AdAc2c-6s,KdKhAh-AdAc2cKs-6s3d,Qd 2c 6s ,3d Tc Ks ,0.0,23.0,23.0,0.0,0.0,23.0,0.0,25.0,0.0,29.0,12.0,2c bot 6s bot,0.3766666666666669,3d bot Ks mid,0.0
555,3d bot 5d bot,9d bot Td bot,KdKhAh-AdAc-,KdKhAh-AdAc-3d5d,KdKhAh-AdAc-3d5d9dTd,3d 5d Th ,9d Td Qc ,27.0,27.0,27.0,27.0,0.0,27.0,29.0,27.0,0.0,0.0,19.0,3d bot 5d bot,0.0,9d bot Td bot,0.0
556,2c bot 5c bot,Jc mid 5h bot,KdKhAh-AdAc-,KdKhAh-AdAc-2c5c,KdKhAh-AdAcJc-2c5c5h,2c 5c Qc ,Jc 5h Js ,0.0,23.0,23.0,23.0,23.0,0.0,23.0,23.0,0.0,23.0,16.0,2c bot 5c bot,0.0,Jc mid 5h bot,0.0
557,8d bot Td bot,7d bot Qd bot,KdKhAh-AdAc-,KdKhAh-AdAc-8dTd,KdKhAh-AdAc-8dTd7dQd,8d Td 3h ,7d Qd Ks ,29.0,27.0,0.0,27.0,0.0,27.0,0.0,0.0,0.0,27.0,13.0,8d bot Td bot,0.0,7d bot Qd bot,0.0
558,Jd bot Jc bot,5d mid 3s bot,KdKhAh-AdAc-,KdKhAh-AdAc-JdJc,KdKhAh-AdAc5d-JdJc3s,Jd Jc 5s ,5d Tc 3s ,31.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,Jd bot Jc bot,0.0,5d bot Tc mid,0.29900000000000304
559,7h bot Js bot,6h mid 2s mid,KdKhAh-AdAc-,KdKhAh-AdAc-7hJs,KdKhAh-AdAc6h2s-7hJs,3h 7h Js ,6h 2s Ks ,0.0,23.0,0.0,0.0,0.0,23.0,0.0,23.0,23.0,0.0,9.0,3h bot 7h bot,0.9846666666666675,6h bot Ks mid,0.6833333333333336
560,3d bot 4d bot,9d bot 8s mid,KdKhAh-AdAc-,KdKhAh-AdAc-3d4d,KdKhAh-AdAc8s-3d4d9d,3d 4d Qc ,9d 7s 8s ,27.0,27.0,23.0,27.0,0.0,0.0,23.0,23.0,0.0,0.0,15.0,3d bot 4d bot,0.0,9d bot 7s mid,0.059333333333333016
561,3d bot 8d bot,3c bot 7s mid,KdKhAh-AdAc-,KdKhAh-AdAc-3d8d,KdKhAh-AdAc7s-3d8d3c,3d 8d 4c ,Qd 3c 7s ,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,3d bot 8d bot,0.0,Qd bot 3c bot,0.15166666666666728
562,5d bot 2c bot,Jh mid 6s bot,KdKhAh-AdAc-,KdKhAh-AdAc-5d2c,KdKhAh-AdAcJh-5d2c6s,5d 2c Js ,Td Jh 6s ,23.0,23.0,0.0,23.0,25.0,25.0,25.0,23.0,0.0,0.0,16.0,5d bot 2c bot,0.0,Td mid 6s bot,0.03866666666666774
563,7d bot 6h bot,9d bot 9c bot,KdKhAh-AdAc-,KdKhAh-AdAc-7d6h,KdKhAh-AdAc-7d6h9d9c,7d 6h Js ,9d Qd 9c ,0.0,23.0,0.0,23.0,23.0,23.0,23.0,0.0,23.0,23.0,16.0,7d bot 6h bot,0.0,9d bot 9c bot,0.0
564,5d bot Jc mid,3d bot 3s bot,KdKhAh-AdAc-,KdKhAh-AdAcJc-5d,KdKhAh-AdAcJc-5d3d3s,5d Jc Th ,3d 6d 3s ,0.0,23.0,23.0,23.0,23.0,0.0,23.0,29.0,0.0,23.0,16.0,Jc bot Th bot,1.6579999999999995,3d bot 3s bot,0.0
565,Qc bot Ks mid,7c bot 7h bot,KdKhAh-AdAc-,KdKhAh-AdAcKs-Qc,KdKhAh-AdAcKs-Qc7c7h,Jd Qc Ks ,8d 7c 7h ,23.0,23.0,23.0,23.0,0.0,23.0,23.0,23.0,23.0,23.0,20.0,Jd bot Qc bot,1.379999999999999,7c bot 7h bot,0.0
566,6c bot 3s bot,Qh mid 5s bot,KdKhAh-AdAc-,KdKhAh-AdAc-6c3s,KdKhAh-AdAcQh-6c3s5s,Td 6c 3s ,Qh 5s 7s ,25.0,23.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,23.0,12.0,6c bot 3s bot,0.0,5s bot 7s bot,1.0406666666666666
567,9c bot Qc bot,8c bot 5s mid,KdKhAh-AdAc-,KdKhAh-AdAc-9cQc,KdKhAh-AdAc5s-9cQc8c,9c Qc 2s ,8c 5s Ks ,25.0,0.0,0.0,23.0,27.0,25.0,0.0,23.0,0.0,27.0,15.0,9c bot Qc bot,0.0,8c bot Ks mid,0.22366666666666646
568,6h bot Qh bot,2c mid Js mid,KdKhAh-AdAc-,KdKhAh-AdAc-6hQh,KdKhAh-AdAc2cJs-6hQh,6h Qh 2s ,2c 8c Js ,0.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.0,0.0,9.0,6h bot Qh bot,0.0,2c mid 8c mid,0.020666666666666167
569,Jc bot 9s bot,3c mid Qh mid,KdKhAh-AdAc-,KdKhAh-AdAc-Jc9s,KdKhAh-AdAc3cQh-Jc9s,Qd Jc 9s ,3c Qh As ,25.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Jc bot 9s bot,0.0,3c mid Qh bot,2.6756666666666664
570,6d bot 3s bot,Jd mid 2s mid,KdKhAh-AdAc-,KdKhAh-AdAc-6d3s,KdKhAh-AdAcJd2s-6d3s,6d Jc 3s ,Jd 2s Qs ,23.0,25.0,0.0,25.0,0.0,23.0,0.0,0.0,0.0,0.0,9.0,6d bot 3s bot,0.0,Jd mid 2s bot,1.5186666666666664
571,Qd bot 2c bot,4s mid Js mid,KdKhAh-AdAc-,KdKhAh-AdAc-Qd2c,KdKhAh-AdAc4sJs-Qd2c,Qd 2c 3c ,Th 4s Js ,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,4.0,2c bot 3c bot,2.4179999999999993,Th mid Js bot,1.072
572,2d bot 7d bot,3d bot 8h mid,KdKhAh-AdAc-,KdKhAh-AdAc-2d7d,KdKhAh-AdAc8h-2d7d3d,2d 7d 3h ,3d 6h 8h ,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2d bot 7d bot,0.0,3d bot 6h mid,0.006000000000000227
573,5d bot 6s bot,8d bot 7c bot,KdKhAh-AdAc-,KdKhAh-AdAc-5d6s,KdKhAh-AdAc-5d6s8d7c,5d 4c 6s ,8d 7c 2s ,0.0,27.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,7.0,5d bot 6s bot,0.0,8d bot 7c bot,0.0
574,Th bot Qs bot,7c mid Qc bot,KdKhAh-AdAc-,KdKhAh-AdAc-ThQs,KdKhAh-AdAc7c-ThQsQc,Th Qs Ks ,4c 7c Qc ,23.0,23.0,23.0,23.0,23.0,23.0,0.0,23.0,23.0,23.0,20.0,Th bot Qs bot,0.0,7c mid Qc bot,0.0
575,3c mid Qh bot,Tc bot 9s bot,KdKhAh-AdAc-,KdKhAh-AdAc3c-Qh,KdKhAh-AdAc3c-QhTc9s,Jd 3c Qh ,5c Tc 9s ,0.0,23.0,25.0,0.0,23.0,23.0,25.0,23.0,0.0,0.0,14.0,Jd bot Qh bot,1.908666666666667,Tc bot 9s bot,0.0
576,Qd bot 2s bot,7c mid Qs bot,KdKhAh-AdAc-,KdKhAh-AdAc-Qd2s,KdKhAh-AdAc7c-Qd2sQs,Qd Kc 2s ,3c 7c Qs ,0.0,29.0,0.0,23.0,23.0,23.0,23.0,23.0,29.0,23.0,19.0,Qd bot 2s bot,0.0,3c mid Qs bot,0.1126666666666658
577,6h bot Th bot,9c mid 5h bot,KdKhAh-AdAc-,KdKhAh-AdAc-6hTh,KdKhAh-AdAc9c-6hTh5h,7d 6h Th ,4d 9c 5h ,23.0,0.0,0.0,27.0,0.0,27.0,23.0,0.0,0.0,23.0,12.0,7d bot 6h bot,0.40733333333333377,9c mid 5h bot,0.0
578,4h bot 5h bot,2c mid 5s bot,KdKhAh-AdAc-,KdKhAh-AdAc-4h5h,KdKhAh-AdAc2c-4h5h5s,4h 5h Js ,2c 6c 5s ,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0.0,20.0,4h bot 5h bot,0.0,6c mid 5s bot,0.013999999999999346
