,Decision_0,Decision_1,Hand_0,Hand_1,Hand_2,Pull_0,Pull_1,solver_ev_0,solver_ev_1,solver_ev_2,solver_ev_3,solver_ev_4,solver_ev_5,solver_ev_6,solver_ev_7,solver_ev_8,solver_ev_9,solver_ev_avg,ResolvedDecision_0,ResolvedDecision_ev_0,ResolvedDecision_1,ResolvedDecision_ev_1
769,7h mid 9s mid,Qh bot 8s top,KdKh--AdAcAh,KdKh-7h9s-AdAcAh,KdKh8s-7h9s-AdAcAhQh,6d 7h 9s ,2h Qh 8s ,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,23.0,0.0,7.0,6d mid 7h mid,0.08933333333333238,2h bot 8s mid,2.7590000000000003
770,5d mid 9s mid,6c mid 8c bot,KdKh--AdAcAh,KdKh-5d9s-AdAcAh,KdKh-5d9s6c-AdAcAh8c,5d Jh 9s ,6c 8c 3h ,25.0,23.0,0.0,35.0,0.0,0.0,23.0,25.0,23.0,23.0,17.0,Jh mid 9s mid,0.5733333333333324,8c mid 3h bot,9.492333333333333
771,7d mid 5h mid,6d top 8s bot,KdKh--AdAcAh,KdKh-7d5h-AdAcAh,KdKh6d-7d5h-AdAcAh8s,7d 5h 9s ,6d Td 8s ,23.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,23.0,0.0,6.0,7d mid 9s mid,0.025333333333334096,6d mid Td bot,2.288666666666666
772,Jd mid 7c mid,8c mid Js mid,KdKh--AdAcAh,KdKh-Jd7c-AdAcAh,KdKh-Jd7c8cJs-AdAcAh,2d Jd 7c ,8c Js Ks ,33.0,31.0,29.0,0.0,29.0,0.0,23.0,25.0,29.0,0.0,19.0,2d mid Jd mid,0.26266666666666794,8c mid Js mid,0.0
773,5s mid Js mid,7s top Ks mid,KdKh--AdAcAh,KdKh-5sJs-AdAcAh,KdKh7s-5sJsKs-AdAcAh,5s 9s Js ,2c 7s Ks ,23.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,4.0,9s mid Js mid,0.8439999999999994,7s mid Ks mid,3.548333333333332
774,4s bot 7s mid,7d mid As bot,KdKh--AdAcAh,KdKh-7s-AdAcAh4s,KdKh-7s7d-AdAcAh4sAs,4s 7s Qs ,4d 7d As ,33.0,45.0,35.0,33.0,33.0,45.0,33.0,33.0,33.0,33.0,35.0,4s mid 7s mid,2.0453333333333337,7d mid As bot,0.0
775,Qd mid Jc mid,5h top Js mid,KdKh--AdAcAh,KdKh-QdJc-AdAcAh,KdKh5h-QdJcJs-AdAcAh,Qd Jc 7s ,Td 5h Js ,23.0,25.0,0.0,33.0,29.0,0.0,0.0,0.0,29.0,23.0,16.0,Qd mid Jc mid,0.0,5h mid Js mid,0.20566666666666933
776,Tc mid Jc mid,3d mid 3h mid,KdKh--AdAcAh,KdKh-TcJc-AdAcAh,KdKh-TcJc3d3h-AdAcAh,Tc Jc 7h ,3d 3h 5s ,0.0,23.0,31.0,29.0,23.0,23.0,0.0,31.0,0.0,35.0,19.0,Tc mid Jc mid,0.0,3d mid 3h mid,0.0
777,8c mid Qc mid,2s bot 7s top,KdKh--AdAcAh,KdKh-8cQc-AdAcAh,KdKh7s-8cQc-AdAcAh2s,Jd 8c Qc ,9d 2s 7s ,0.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,7.0,8c mid Qc mid,0.0,9d mid 7s bot,1.5659999999999998
778,4d mid Qs mid,7h mid 7s mid,KdKh--AdAcAh,KdKh-4dQs-AdAcAh,KdKh-4dQs7h7s-AdAcAh,4d 5h Qs ,2c 7h 7s ,0.0,0.0,23.0,29.0,23.0,23.0,0.0,23.0,0.0,29.0,15.0,4d mid 5h mid,0.47799999999999976,7h mid 7s mid,0.0
779,7d mid Qc mid,5c mid 5s mid,KdKh--AdAcAh,KdKh-7dQc-AdAcAh,KdKh-7dQc5c5s-AdAcAh,2d 7d Qc ,5c Tc 5s ,25.0,25.0,29.0,0.0,33.0,25.0,31.0,25.0,23.0,35.0,25.0,2d mid 7d mid,0.277333333333333,5c mid 5s mid,0.0
780,Th mid 9s mid,7c mid 5h bot,KdKh--AdAcAh,KdKh-Th9s-AdAcAh,KdKh-Th9s7c-AdAcAh5h,Th 5s 9s ,3c 7c 5h ,23.0,33.0,33.0,33.0,23.0,0.0,0.0,23.0,0.0,33.0,20.0,5s mid 9s mid,0.07266666666666666,3c bot 7c mid,0.0013333333333331865
781,2s mid Ks mid,8h top 9s mid,KdKh--AdAcAh,KdKh-2sKs-AdAcAh,KdKh8h-2sKs9s-AdAcAh,2s 6s Ks ,7d 8h 9s ,0.0,0.0,0.0,0.0,0.0,0.0,23.0,25.0,0.0,0.0,4.0,2s mid 6s mid,2.8293333333333326,8h bot 9s mid,1.0933333333333337
782,9d mid 9c mid,3d mid Jc bot,KdKh--AdAcAh,KdKh-9d9c-AdAcAh,KdKh-9d9c3d-AdAcAhJc,4d 9d 9c ,2d 3d Jc ,0.0,23.0,25.0,0.0,23.0,33.0,23.0,29.0,0.0,25.0,18.0,9d mid 9c mid,0.0,2d bot 3d mid,0.0030000000000001137
783,7d mid 6h mid,8d mid 4c bot,KdKh--AdAcAh,KdKh-7d6h-AdAcAh,KdKh-7d6h8d-AdAcAh4c,7d 6h Qh ,8d 3c 4c ,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,5.0,7d mid 6h mid,0.0,8d mid 3c bot,0.1516666666666655
784,7c mid 7h mid,4d mid 3s mid,KdKh--AdAcAh,KdKh-7c7h-AdAcAh,KdKh-7c7h4d3s-AdAcAh,6c 7c 7h ,4d 5d 3s ,31.0,0.0,0.0,0.0,29.0,0.0,35.0,29.0,23.0,0.0,14.0,7c mid 7h mid,0.0,5d bot 3s mid,0.08033333333333204
785,5d mid 9d mid,2h bot As bot,KdKh--AdAcAh,KdKh-5d9d-AdAcAh,KdKh-5d9d-AdAcAh2hAs,5d 9d 3c ,2h Th As ,37.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,7.0,5d mid 3c mid,0.08266666666666644,2h top As bot,0.10400000000000098
786,8s mid Ts mid,7d mid As bot,KdKh--AdAcAh,KdKh-8sTs-AdAcAh,KdKh-8sTs7d-AdAcAhAs,2c 8s Ts ,7d 4s As ,0.0,35.0,37.0,33.0,37.0,0.0,35.0,33.0,33.0,0.0,24.0,8s mid Ts mid,0.0,4s mid As bot,2.8703333333333347
787,5h mid 8h mid,Qh mid As bot,KdKh--AdAcAh,KdKh-5h8h-AdAcAh,KdKh-5h8hQh-AdAcAhAs,6d 5h 8h ,9c Qh As ,0.0,35.0,33.0,41.0,0.0,41.0,0.0,0.0,33.0,0.0,18.0,5h mid 8h mid,0.0,Qh mid As bot,0.0
788,6c mid Jc mid,5d bot Jh mid,KdKh--AdAcAh,KdKh-6cJc-AdAcAh,KdKh-6cJcJh-AdAcAh5d,2d 6c Jc ,5d Th Jh ,23.0,25.0,0.0,25.0,0.0,25.0,29.0,23.0,23.0,29.0,20.0,6c mid Jc mid,0.0,Th mid Jh mid,0.3296666666666681
789,2d mid 9d mid,Qd mid 4h top,KdKh--AdAcAh,KdKh-2d9d-AdAcAh,KdKh4h-2d9dQd-AdAcAh,2d 9d 8s ,Qd Kc 4h ,0.0,0.0,23.0,0.0,0.0,23.0,25.0,0.0,0.0,25.0,9.0,9d mid 8s mid,0.0713333333333317,Qd mid 4h bot,0.5826666666666664
790,Jc mid 3h mid,Ts bot Js mid,KdKh--AdAcAh,KdKh-Jc3h-AdAcAh,KdKh-Jc3hJs-AdAcAhTs,Jc 3h 4s ,Ts Js Ks ,29.0,25.0,45.0,41.0,0.0,23.0,23.0,23.0,45.0,25.0,27.0,3h mid 4s mid,0.705333333333332,Ts bot Js mid,0.0
791,5d mid 5s mid,8c mid 8h mid,KdKh--AdAcAh,KdKh-5d5s-AdAcAh,KdKh-5d5s8c8h-AdAcAh,2d 5d 5s ,8c Kc 8h ,23.0,41.0,23.0,41.0,41.0,29.0,23.0,23.0,41.0,23.0,30.0,5d mid 5s mid,0.0,8c mid 8h mid,0.0
792,9c mid Qc mid,Jd mid Jh mid,KdKh--AdAcAh,KdKh-9cQc-AdAcAh,KdKh-9cQcJdJh-AdAcAh,9c Qc 2h ,Jd 3c Jh ,23.0,0.0,29.0,33.0,23.0,23.0,29.0,25.0,0.0,23.0,20.0,9c mid Qc mid,0.0,Jd mid Jh mid,0.0
793,9d mid 6c mid,Td top 8s mid,KdKh--AdAcAh,KdKh-9d6c-AdAcAh,KdKhTd-9d6c8s-AdAcAh,9d 6c Th ,Td Jd 8s ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9d mid Th mid,0.6013333333333328,Jd bot 8s mid,0.6623333333333328
794,5s mid Qs mid,5d mid 7s bot,KdKh--AdAcAh,KdKh-5sQs-AdAcAh,KdKh-5sQs5d-AdAcAh7s,Kc 5s Qs ,5d 7s Ts ,31.0,33.0,29.0,23.0,41.0,23.0,25.0,41.0,31.0,23.0,30.0,5s mid Qs mid,0.0,5d mid 7s mid,0.16799999999999926
795,2d mid 3d mid,4d mid 8s bot,KdKh--AdAcAh,KdKh-2d3d-AdAcAh,KdKh-2d3d4d-AdAcAh8s,2d 3d Jh ,4d 6h 8s ,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,31.0,5.0,2d mid 3d mid,0.0,4d mid 8s bot,0.0
796,6s mid As bot,3d mid Kc bot,KdKh--AdAcAh,KdKh-6s-AdAcAhAs,KdKh-6s3d-AdAcAhAsKc,3s 6s As ,3d 9d Kc ,35.0,0.0,0.0,33.0,0.0,0.0,33.0,0.0,33.0,0.0,13.0,6s mid As bot,0.0,3d mid 9d top,0.01633333333333198
797,2d mid 8d mid,2c mid Qc bot,KdKh--AdAcAh,KdKh-2d8d-AdAcAh,KdKh-2d8d2c-AdAcAhQc,2d 8d Ts ,2c Qc 7h ,31.0,23.0,23.0,33.0,0.0,23.0,0.0,0.0,31.0,31.0,19.0,2d mid 8d mid,0.0,2c mid 7h mid,0.062000000000001165
798,5c mid 6c mid,3d bot Td top,KdKh--AdAcAh,KdKh-5c6c-AdAcAh,KdKhTd-5c6c-AdAcAh3d,5c 6c Jc ,2d 3d Td ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5c mid 6c mid,0.0,3d mid Td bot,10.165333333333333
799,8d mid 8c mid,7c mid Qs bot,KdKh--AdAcAh,KdKh-8d8c-AdAcAh,KdKh-8d8c7c-AdAcAhQs,8d 3c 8c ,7c 3h Qs ,0.0,31.0,0.0,0.0,25.0,23.0,23.0,23.0,0.0,29.0,15.0,8d mid 8c mid,0.0,7c mid 3h mid,0.3019999999999996
800,6s mid 9s mid,9c mid 6h mid,KdKh--AdAcAh,KdKh-6s9s-AdAcAh,KdKh-6s9s9c6h-AdAcAh,2c 6s 9s ,7c 9c 6h ,23.0,33.0,23.0,41.0,29.0,23.0,23.0,29.0,23.0,29.0,27.0,6s mid 9s mid,0.0,9c mid 6h mid,0.0
801,9c mid As bot,Kc mid 5s top,KdKh--AdAcAh,KdKh-9c-AdAcAhAs,KdKh5s-9cKc-AdAcAhAs,7d 9c As ,4d Kc 5s ,0.0,0.0,0.0,35.0,0.0,37.0,0.0,35.0,0.0,33.0,14.0,9c mid As bot,0.0,4d mid 5s mid,0.5760000000000005
802,8d mid 8s mid,Td mid Ts mid,KdKh--AdAcAh,KdKh-8d8s-AdAcAh,KdKh-8d8sTdTs-AdAcAh,3d 8d 8s ,Td Jc Ts ,23.0,29.0,29.0,29.0,29.0,41.0,23.0,23.0,23.0,29.0,27.0,8d mid 8s mid,0.0,Td mid Ts mid,0.0
803,3h mid 4s mid,Jd bot 3s mid,KdKh--AdAcAh,KdKh-3h4s-AdAcAh,KdKh-3h4s3s-AdAcAhJd,3h 2s 4s ,Jd 3s Ks ,23.0,0.0,0.0,0.0,25.0,0.0,25.0,29.0,0.0,25.0,12.0,2s mid 4s mid,0.5586666666666655,Jd mid 3s mid,0.08766666666666723
804,3h mid 6s mid,Jd top Kc bot,KdKh--AdAcAh,KdKh-3h6s-AdAcAh,KdKhJd-3h6s-AdAcAhKc,3h 5s 6s ,Jd Kc Qh ,23.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,23.0,9.0,5s mid 6s mid,0.9606666666666666,Jd bot Qh mid,1.274
805,9d mid 4s bot,4h bot Th mid,KdKh--AdAcAh,KdKh-9d-AdAcAh4s,KdKh-9dTh-AdAcAh4s4h,9d Qh 4s ,8c 4h Th ,29.0,29.0,0.0,29.0,33.0,33.0,0.0,0.0,0.0,0.0,15.0,9d mid Qh mid,1.511333333333333,8c mid 4h bot,0.2816666666666663
806,Ts mid Qs mid,Tc mid Qc mid,KdKh--AdAcAh,KdKh-TsQs-AdAcAh,KdKh-TsQsTcQc-AdAcAh,5s Ts Qs ,Tc Qc 9h ,23.0,33.0,29.0,33.0,29.0,23.0,29.0,41.0,23.0,29.0,29.0,Ts mid Qs mid,0.0,Tc mid Qc mid,0.0
807,9h mid Qs mid,Qh mid 4s top,KdKh--AdAcAh,KdKh-9hQs-AdAcAh,KdKh4s-9hQsQh-AdAcAh,3d 9h Qs ,Th Qh 4s ,31.0,23.0,23.0,23.0,0.0,33.0,25.0,25.0,23.0,23.0,22.0,3d mid Qs mid,0.0519999999999996,Th bot Qh mid,0.6036666666666655
808,5d mid 9c mid,Jh mid Ts bot,KdKh--AdAcAh,KdKh-5d9c-AdAcAh,KdKh-5d9cJh-AdAcAhTs,5d 9c 3h ,2d Jh Ts ,0.0,23.0,23.0,23.0,23.0,29.0,23.0,0.0,23.0,29.0,19.0,5d mid 3h mid,0.43266666666666787,2d bot Ts mid,0.08066666666666578
809,6d mid 7d mid,7c mid 2s bot,KdKh--AdAcAh,KdKh-6d7d-AdAcAh,KdKh-6d7d7c-AdAcAh2s,6d 7d 2h ,7c 9c 2s ,23.0,25.0,29.0,25.0,23.0,53.0,0.0,23.0,25.0,25.0,25.0,6d mid 7d mid,0.0,7c mid 2s mid,0.019999999999999574
810,7h mid Jh mid,5d top As bot,KdKh--AdAcAh,KdKh-7hJh-AdAcAh,KdKh5d-7hJh-AdAcAhAs,7h Jh 8s ,5d 9d As ,0.0,0.0,0.0,0.0,0.0,41.0,0.0,35.0,0.0,35.0,11.0,7h mid Jh mid,0.0,9d mid As bot,2.661999999999999
811,3h mid 3s mid,5d top 4s mid,KdKh--AdAcAh,KdKh-3h3s-AdAcAh,KdKh5d-3h3s4s-AdAcAh,Td 3h 3s ,5d Th 4s ,0.0,23.0,31.0,0.0,23.0,0.0,29.0,0.0,29.0,25.0,16.0,3h mid 3s mid,0.0,Th mid 4s mid,0.29666666666666686
812,6d mid 9h mid,6h mid Ks bot,KdKh--AdAcAh,KdKh-6d9h-AdAcAh,KdKh-6d9h6h-AdAcAhKs,6d 9h Js ,7d 6h Ks ,29.0,0.0,23.0,0.0,23.0,23.0,23.0,25.0,35.0,23.0,20.0,9h mid Js mid,0.5299999999999994,7d bot 6h mid,0.7603333333333318
813,2c mid 2s mid,7d top Jc mid,KdKh--AdAcAh,KdKh-2c2s-AdAcAh,KdKh7d-2c2sJc-AdAcAh,Td 2c 2s ,7d Tc Jc ,23.0,25.0,0.0,33.0,0.0,23.0,23.0,29.0,23.0,23.0,20.0,2c mid 2s mid,0.0,7d mid Tc bot,18.442333333333334
814,Qc mid 5s mid,4s bot 8s top,KdKh--AdAcAh,KdKh-Qc5s-AdAcAh,KdKh8s-Qc5s-AdAcAh4s,Qc 6h 5s ,Th 4s 8s ,23.0,0.0,0.0,0.0,0.0,23.0,0.0,33.0,0.0,35.0,11.0,6h mid 5s mid,0.46000000000000085,4s mid 8s bot,9.244333333333334
815,4s top 7s mid,6c mid 3h bot,KdKh--AdAcAh,KdKh4s-7s-AdAcAh,KdKh4s-7s6c-AdAcAh3h,4s 7s Qs ,6c Qc 3h ,23.0,0.0,23.0,0.0,0.0,23.0,0.0,29.0,0.0,23.0,12.0,4s mid 7s mid,2.067333333333334,6c mid 3h mid,0.8193333333333328
816,6d mid Jh mid,2h mid 7s bot,KdKh--AdAcAh,KdKh-6dJh-AdAcAh,KdKh-6dJh2h-AdAcAh7s,6d Jh 8s ,2h 7s 9s ,0.0,0.0,0.0,23.0,0.0,25.0,29.0,0.0,23.0,0.0,10.0,6d mid 8s mid,0.5800000000000001,2h bot 7s mid,0.1323333333333334
817,2c mid 2h mid,8c mid As bot,KdKh--AdAcAh,KdKh-2c2h-AdAcAh,KdKh-2c2h8c-AdAcAhAs,4d 2c 2h ,8c 3s As ,33.0,33.0,33.0,33.0,76.0,33.0,33.0,33.0,45.0,33.0,38.0,2c mid 2h mid,0.0,3s mid As bot,0.12833333333333385
818,Jh mid Js mid,5h mid 5s mid,KdKh--AdAcAh,KdKh-JhJs-AdAcAh,KdKh-JhJs5h5s-AdAcAh,3c Jh Js ,9d 5h 5s ,23.0,33.0,23.0,23.0,23.0,29.0,29.0,33.0,41.0,33.0,29.0,Jh mid Js mid,0.0,5h mid 5s mid,0.0
819,9c mid Jh mid,Qc top As bot,KdKh--AdAcAh,KdKh-9cJh-AdAcAh,KdKhQc-9cJh-AdAcAhAs,9c Tc Jh ,8c Qc As ,0.0,0.0,0.0,0.0,35.0,0.0,33.0,0.0,0.0,0.0,6.0,9c mid Tc mid,0.6493333333333347,8c mid As bot,5.644999999999998
820,7h mid As bot,5d mid 6h mid,KdKh--AdAcAh,KdKh-7h-AdAcAhAs,KdKh-7h5d6h-AdAcAhAs,4c 7h As ,5d 6h 3s ,0.0,37.0,0.0,0.0,0.0,35.0,37.0,37.0,37.0,0.0,18.0,7h mid As bot,0.0,5d mid 6h mid,0.0
821,7d mid 5h mid,5d mid 6h bot,KdKh--AdAcAh,KdKh-7d5h-AdAcAh,KdKh-7d5h5d-AdAcAh6h,7d 9d 5h ,5d Jd 6h ,23.0,23.0,23.0,29.0,23.0,23.0,25.0,23.0,25.0,23.0,24.0,7d mid 9d mid,0.020666666666667055,5d mid 6h mid,0.15300000000000225
822,5d mid 9d mid,9c mid 5h mid,KdKh--AdAcAh,KdKh-5d9d-AdAcAh,KdKh-5d9d9c5h-AdAcAh,5d 9d 7h ,9c 5h 3s ,45.0,33.0,41.0,29.0,41.0,33.0,29.0,29.0,23.0,45.0,34.0,5d mid 9d mid,0.0,9c mid 5h mid,0.0
823,6s mid 7s mid,3c top Qh bot,KdKh--AdAcAh,KdKh-6s7s-AdAcAh,KdKh3c-6s7s-AdAcAhQh,4d 6s 7s ,3c Kc Qh ,0.0,0.0,23.0,0.0,0.0,0.0,0.0,29.0,0.0,25.0,7.0,6s mid 7s mid,0.0,3c mid Qh bot,1.1760000000000002
824,6h mid 9s mid,3d bot 6c mid,KdKh--AdAcAh,KdKh-6h9s-AdAcAh,KdKh-6h9s6c-AdAcAh3d,6h 2s 9s ,3d 7d 6c ,25.0,23.0,25.0,23.0,0.0,29.0,25.0,23.0,35.0,23.0,23.0,2s mid 9s mid,0.3973333333333322,7d mid 6c mid,0.03366666666666518
825,Qd mid 9h mid,Qc mid 3h top,KdKh--AdAcAh,KdKh-Qd9h-AdAcAh,KdKh3h-Qd9hQc-AdAcAh,Qd 9h 3s ,5c Qc 3h ,23.0,25.0,31.0,23.0,29.0,23.0,25.0,23.0,29.0,25.0,25.0,Qd mid 3s mid,0.023999999999999133,5c mid Qc mid,0.3256666666666632
826,6d mid 4c mid,3d mid As bot,KdKh--AdAcAh,KdKh-6d4c-AdAcAh,KdKh-6d4c3d-AdAcAhAs,2d 6d 4c ,3d Qd As ,0.0,37.0,0.0,0.0,37.0,0.0,0.0,33.0,37.0,35.0,17.0,2d mid 6d mid,0.31666666666666643,3d mid As bot,0.0
827,2d mid Jh mid,7c bot Qh top,KdKh--AdAcAh,KdKh-2dJh-AdAcAh,KdKhQh-2dJh-AdAcAh7c,2d Jh Qs ,7c Qh Ks ,0.0,0.0,0.0,0.0,23.0,31.0,0.0,0.0,0.0,0.0,5.0,Jh mid Qs mid,0.554666666666666,7c bot Qh mid,1.456666666666667
828,Kc mid Th top,2c bot Jc mid,KdKh--AdAcAh,KdKhTh-Kc-AdAcAh,KdKhTh-KcJc-AdAcAh2c,5d Kc Th ,2c Jc Qc ,29.0,0.0,0.0,0.0,29.0,23.0,0.0,0.0,0.0,23.0,10.0,5d mid Th mid,3.628666666666666,Jc mid Qc mid,1.9319999999999995
829,Jd mid 9s mid,6c bot 3h top,KdKh--AdAcAh,KdKh-Jd9s-AdAcAh,KdKh3h-Jd9s-AdAcAh6c,Jd 6s 9s ,6c 3h 2s ,37.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6s mid 9s mid,0.18666666666666565,3h mid 2s top,9.102333333333334
830,9c mid Tc mid,5d top Th mid,KdKh--AdAcAh,KdKh-9cTc-AdAcAh,KdKh5d-9cTcTh-AdAcAh,9c Tc Ks ,5d 4h Th ,0.0,29.0,23.0,23.0,23.0,23.0,25.0,23.0,23.0,23.0,21.0,9c mid Tc mid,0.0,4h mid Th mid,0.6960000000000015
831,5h mid 3s mid,8c bot 2s mid,KdKh--AdAcAh,KdKh-5h3s-AdAcAh,KdKh-5h3s2s-AdAcAh8c,Jd 5h 3s ,8c Jc 2s ,0.0,29.0,0.0,31.0,0.0,37.0,0.0,0.0,0.0,0.0,9.0,5h mid 3s mid,0.0,8c bot 2s mid,0.0
832,9d mid 8c mid,Jh bot 8s mid,KdKh--AdAcAh,KdKh-9d8c-AdAcAh,KdKh-9d8c8s-AdAcAhJh,9d 8c Qh ,7h Jh 8s ,23.0,29.0,29.0,23.0,23.0,25.0,23.0,23.0,25.0,25.0,24.0,9d mid 8c mid,0.0,7h bot 8s mid,0.2253333333333316
833,8d mid Qc mid,3d mid 3h mid,KdKh--AdAcAh,KdKh-8dQc-AdAcAh,KdKh-8dQc3d3h-AdAcAh,8d Qc 5s ,3d 3h 5h ,31.0,23.0,23.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,12.0,8d mid 5s mid,0.3453333333333344,3d mid 3h mid,0.0
834,3h mid Qs mid,3d mid Th top,KdKh--AdAcAh,KdKh-3hQs-AdAcAh,KdKhTh-3hQs3d-AdAcAh,8c 3h Qs ,3d Th 7s ,33.0,29.0,23.0,33.0,0.0,23.0,25.0,23.0,23.0,25.0,23.0,3h mid Qs mid,0.0,3d mid 7s mid,0.403333333333336
835,7h mid 7s mid,6d mid 4c top,KdKh--AdAcAh,KdKh-7h7s-AdAcAh,KdKh4c-7h7s6d-AdAcAh,7h 2s 7s ,6d 4c Tc ,23.0,31.0,29.0,0.0,23.0,29.0,23.0,23.0,33.0,31.0,24.0,7h mid 7s mid,0.0,6d mid 4c mid,0.701666666666668
836,6s mid Ks mid,2d mid 7d top,KdKh--AdAcAh,KdKh-6sKs-AdAcAh,KdKh7d-6sKs2d-AdAcAh,7c 6s Ks ,2d 7d 8h ,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,3.0,7c mid 6s mid,2.5326666666666657,2d mid 7d bot,0.14033333333333342
837,4d mid 3c mid,Qd bot Qh bot,KdKh--AdAcAh,KdKh-4d3c-AdAcAh,KdKh-4d3c-AdAcAhQdQh,4d 3c 5h ,Qd Qh 9s ,29.0,29.0,0.0,29.0,0.0,0.0,31.0,0.0,0.0,29.0,14.0,4d mid 5h mid,0.002666666666666373,Qd mid Qh mid,18.631666666666668
838,7d mid Jc bot,8d mid 6h mid,KdKh--AdAcAh,KdKh-7d-AdAcAhJc,KdKh-7d8d6h-AdAcAhJc,3d 7d Jc ,5d 8d 6h ,29.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,13.0,3d mid 7d mid,2.2006666666666668,5d mid 8d mid,0.43333333333333357
839,9d top 3s mid,6d bot Qs mid,KdKh--AdAcAh,KdKh9d-3s-AdAcAh,KdKh9d-3sQs-AdAcAh6d,9d 8h 3s ,6d 8d Qs ,0.0,41.0,29.0,23.0,0.0,0.0,37.0,23.0,0.0,0.0,15.0,9d mid 8h mid,2.2319999999999993,8d mid Qs mid,1.2503333333333337
840,8d mid 9h mid,Td mid As bot,KdKh--AdAcAh,KdKh-8d9h-AdAcAh,KdKh-8d9hTd-AdAcAhAs,8d Tc 9h ,Td 7h As ,33.0,0.0,37.0,35.0,0.0,0.0,33.0,35.0,0.0,0.0,17.0,Tc mid 9h mid,0.2699999999999996,Td mid As bot,0.0
841,5c mid Js mid,5d mid 3c top,KdKh--AdAcAh,KdKh-5cJs-AdAcAh,KdKh3c-5cJs5d-AdAcAh,5c 9c Js ,5d 3c 3s ,0.0,23.0,23.0,0.0,23.0,23.0,0.0,23.0,29.0,25.0,16.0,5c mid 9c mid,0.9053333333333331,5d mid 3c bot,0.02366666666666717
842,2d bot 8d mid,Qc top 4s mid,KdKh--AdAcAh,KdKh-8d-AdAcAh2d,KdKhQc-8d4s-AdAcAh2d,2d 8d 9h ,Qc 6h 4s ,0.0,0.0,29.0,0.0,29.0,0.0,0.0,29.0,0.0,0.0,8.0,2d mid 8d mid,1.7753333333333323,6h mid 4s mid,1.5663333333333336
843,Td mid 6c bot,8d mid 8s mid,KdKh--AdAcAh,KdKh-Td-AdAcAh6c,KdKh-Td8d8s-AdAcAh6c,Td 6c Qc ,8d 2c 8s ,23.0,0.0,23.0,25.0,23.0,29.0,23.0,23.0,23.0,29.0,22.0,6c mid Qc mid,1.9193333333333324,8d mid 8s mid,0.0
844,Td bot 4h mid,9c mid Ts bot,KdKh--AdAcAh,KdKh-4h-AdAcAhTd,KdKh-4h9c-AdAcAhTdTs,Td 4h Ks ,7d 9c Ts ,0.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,31.0,8.0,Td mid 4h mid,1.2479999999999993,7d mid Ts bot,1.5323333333333338
845,6d mid Jh mid,5d top 7d mid,KdKh--AdAcAh,KdKh-6dJh-AdAcAh,KdKh5d-6dJh7d-AdAcAh,4d 6d Jh ,5d 7d Qh ,0.0,0.0,29.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4d mid 6d mid,1.027333333333333,5d bot 7d mid,9.039
846,5s mid 9s mid,8d top Qs mid,KdKh--AdAcAh,KdKh-5s9s-AdAcAh,KdKh8d-5s9sQs-AdAcAh,4s 5s 9s ,8d 6h Qs ,23.0,31.0,0.0,31.0,0.0,0.0,37.0,0.0,0.0,0.0,12.0,4s mid 5s mid,0.3006666666666664,6h bot Qs mid,1.0736666666666679
847,9d mid 9s mid,Qd mid As bot,KdKh--AdAcAh,KdKh-9d9s-AdAcAh,KdKh-9d9sQd-AdAcAhAs,9d 2s 9s ,Qd 8c As ,33.0,0.0,33.0,33.0,33.0,0.0,35.0,33.0,33.0,33.0,26.0,9d mid 9s mid,0.0,8c mid As bot,0.19533333333333402
848,Jh mid 7s mid,Jd mid Ts bot,KdKh--AdAcAh,KdKh-Jh7s-AdAcAh,KdKh-Jh7sJd-AdAcAhTs,Jh 6s 7s ,Jd 8s Ts ,29.0,23.0,0.0,23.0,23.0,23.0,23.0,23.0,23.0,25.0,21.0,6s mid 7s mid,0.7626666666666662,Jd mid Ts bot,0.0
849,2d mid 6d mid,2h mid 8h bot,KdKh--AdAcAh,KdKh-2d6d-AdAcAh,KdKh-2d6d2h-AdAcAh8h,2d 6d Ts ,4c 2h 8h ,23.0,0.0,23.0,29.0,23.0,25.0,29.0,29.0,25.0,31.0,23.0,2d mid 6d mid,0.0,4c mid 2h mid,0.20200000000000173
