,Decision_0,Decision_1,Hand_0,Hand_1,Hand_2,Pull_0,Pull_1,solver_ev_0,solver_ev_1,solver_ev_2,solver_ev_3,solver_ev_4,solver_ev_5,solver_ev_6,solver_ev_7,solver_ev_8,solver_ev_9,solver_ev_avg,ResolvedDecision_0,ResolvedDecision_ev_0,ResolvedDecision_1,ResolvedDecision_ev_1
850,Td mid Ts mid,9c bot Th mid,KdKh--AdAcAh,KdKh-TdTs-AdAcAh,KdKh-TdTsTh-AdAcAh9c,Td 2s Ts ,9c Th Ks ,35.0,41.0,41.0,31.0,25.0,41.0,25.0,31.0,35.0,25.0,33.0,Td mid Ts mid,0.0,9c bot Th mid,0.0
851,5d mid Jh mid,3d top Jc mid,KdKh--AdAcAh,KdKh-5dJh-AdAcAh,KdKh3d-5dJhJc-AdAcAh,5d Jh 7s ,3d 3c Jc ,23.0,29.0,23.0,29.0,29.0,0.0,29.0,33.0,23.0,29.0,24.0,5d mid 7s mid,0.5099999999999998,3d top Jc mid,0.0
852,5s mid 8s mid,3s bot 6s mid,KdKh--AdAcAh,KdKh-5s8s-AdAcAh,KdKh-5s8s6s-AdAcAh3s,9h 5s 8s ,2h 3s 6s ,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,4.0,5s mid 8s mid,0.0,3s bot 6s mid,0.0
853,8d mid 8c mid,Qh mid 8s mid,KdKh--AdAcAh,KdKh-8d8c-AdAcAh,KdKh-8d8cQh8s-AdAcAh,8d 6c 8c ,6h Qh 8s ,35.0,25.0,35.0,31.0,25.0,45.0,31.0,25.0,31.0,25.0,30.0,8d mid 8c mid,0.0,Qh bot 8s mid,0.4866666666666646
854,5h mid 5s mid,3d mid Qs bot,KdKh--AdAcAh,KdKh-5h5s-AdAcAh,KdKh-5h5s3d-AdAcAhQs,5h 4s 5s ,3d 2c Qs ,29.0,45.0,0.0,29.0,23.0,0.0,41.0,29.0,23.0,29.0,24.0,5h mid 5s mid,0.0,2c mid Qs mid,0.2876666666666665
855,Kc mid Ks mid,4c top Tc mid,KdKh--AdAcAh,KdKh-KcKs-AdAcAh,KdKh4c-KcKsTc-AdAcAh,5c Kc Ks ,6d 4c Tc ,29.0,23.0,23.0,33.0,33.0,23.0,23.0,33.0,29.0,33.0,28.0,Kc mid Ks mid,0.0,6d bot 4c top,0.1523333333333312
856,7h mid 6s mid,Td bot 3s mid,KdKh--AdAcAh,KdKh-7h6s-AdAcAh,KdKh-7h6s3s-AdAcAhTd,4d 7h 6s ,Td 3s Ks ,0.0,25.0,0.0,23.0,0.0,0.0,0.0,0.0,23.0,0.0,7.0,4d mid 6s mid,0.018000000000000682,Td bot 3s mid,0.0
857,8h mid 5s mid,6d mid As bot,KdKh--AdAcAh,KdKh-8h5s-AdAcAh,KdKh-8h5s6d-AdAcAhAs,8h Jh 5s ,6d Jc As ,33.0,37.0,33.0,33.0,37.0,0.0,60.0,0.0,37.0,0.0,27.0,8h mid Jh mid,0.43333333333333357,6d mid As bot,0.0
858,2c mid 5c mid,4c mid Jh bot,KdKh--AdAcAh,KdKh-2c5c-AdAcAh,KdKh-2c5c4c-AdAcAhJh,2c 5c 3s ,Td 4c Jh ,0.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,25.0,0.0,7.0,2c mid 5c mid,0.0,Td bot 4c mid,0.009666666666667822
859,Td mid 3c mid,2h top 5h bot,KdKh--AdAcAh,KdKh-Td3c-AdAcAh,KdKh2h-Td3c-AdAcAh5h,Td 3c 7c ,8c 2h 5h ,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,23.0,0.0,7.0,3c mid 7c mid,0.895999999999999,2h bot 5h mid,9.314
860,Jc mid 4h mid,5d bot Kc bot,KdKh--AdAcAh,KdKh-Jc4h-AdAcAh,KdKh-Jc4h-AdAcAh5dKc,Jc 4h 9s ,5d Qd Kc ,23.0,23.0,0.0,23.0,0.0,23.0,23.0,25.0,23.0,0.0,16.0,Jc mid 9s mid,0.8786666666666658,5d mid Qd bot,1.7753333333333332
861,5s mid Qs mid,Jd bot 7c top,KdKh--AdAcAh,KdKh-5sQs-AdAcAh,KdKh7c-5sQs-AdAcAhJd,Th 5s Qs ,Jd 7c 9h ,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,5.0,5s mid Qs mid,0.0,Jd mid 9h top,9.117666666666667
862,3s mid Qs mid,9s mid Ks mid,KdKh--AdAcAh,KdKh-3sQs-AdAcAh,KdKh-3sQs9sKs-AdAcAh,8c 3s Qs ,Th 9s Ks ,0.0,41.0,0.0,0.0,37.0,0.0,0.0,0.0,33.0,0.0,11.0,3s mid Qs mid,0.0,9s mid Ks mid,0.0
863,9d mid Jc mid,Jh mid 5s top,KdKh--AdAcAh,KdKh-9dJc-AdAcAh,KdKh5s-9dJcJh-AdAcAh,9d Jc 4s ,2d Jh 5s ,0.0,23.0,31.0,23.0,0.0,23.0,41.0,33.0,23.0,23.0,22.0,9d mid Jc mid,0.0,2d mid Jh mid,0.24899999999999878
864,Td mid 8h mid,5s bot Ts mid,KdKh--AdAcAh,KdKh-Td8h-AdAcAh,KdKh-Td8hTs-AdAcAh5s,Td 7c 8h ,5s 9s Ts ,33.0,33.0,29.0,23.0,23.0,0.0,0.0,0.0,25.0,29.0,19.0,7c mid 8h mid,0.3273333333333337,9s mid Ts mid,0.037000000000002586
865,3d mid 5d mid,6d mid 6c mid,KdKh--AdAcAh,KdKh-3d5d-AdAcAh,KdKh-3d5d6d6c-AdAcAh,3d 5d Td ,4d 6d 6c ,23.0,25.0,23.0,35.0,23.0,23.0,0.0,0.0,25.0,33.0,21.0,3d mid 5d mid,0.0,6d mid 6c mid,0.0
866,4d mid 3c bot,Qs mid As bot,KdKh--AdAcAh,KdKh-4d-AdAcAh3c,KdKh-4dQs-AdAcAh3cAs,4d 3c Kc ,9d Qs As ,33.0,0.0,35.0,0.0,0.0,33.0,35.0,0.0,33.0,0.0,16.0,4d mid 3c mid,2.452,9d mid As bot,1.5853333333333346
867,3s mid Qs mid,4c mid 4h mid,KdKh--AdAcAh,KdKh-3sQs-AdAcAh,KdKh-3sQs4c4h-AdAcAh,5c 3s Qs ,4c 4h 8h ,23.0,0.0,0.0,23.0,35.0,31.0,0.0,23.0,29.0,31.0,19.0,3s mid Qs mid,0.0,4c mid 4h mid,0.0
868,6h mid 6s mid,4d mid 7c top,KdKh--AdAcAh,KdKh-6h6s-AdAcAh,KdKh7c-6h6s4d-AdAcAh,3h 6h 6s ,4d 7c 9s ,29.0,23.0,29.0,33.0,23.0,23.0,23.0,31.0,23.0,35.0,27.0,6h mid 6s mid,0.0,4d bot 7c mid,18.706333333333333
869,2c bot Qs mid,Jd mid 2h bot,KdKh--AdAcAh,KdKh-Qs-AdAcAh2c,KdKh-QsJd-AdAcAh2c2h,2c 7s Qs ,9d Jd 2h ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,2.0,7s mid Qs mid,14.304,Jd mid 2h bot,0.0
870,9h mid 6s mid,Qc top 5s mid,KdKh--AdAcAh,KdKh-9h6s-AdAcAh,KdKhQc-9h6s5s-AdAcAh,7h 9h 6s ,7c Qc 5s ,0.0,23.0,31.0,23.0,33.0,0.0,0.0,25.0,0.0,0.0,13.0,7h mid 9h mid,0.6253333333333337,7c mid Qc bot,0.8279999999999994
871,5c mid 7h mid,4h mid 4s mid,KdKh--AdAcAh,KdKh-5c7h-AdAcAh,KdKh-5c7h4h4s-AdAcAh,5c 7h 3s ,6c 4h 4s ,29.0,0.0,29.0,33.0,31.0,0.0,23.0,23.0,25.0,33.0,22.0,5c mid 7h mid,0.0,4h mid 4s mid,0.0
872,Jh mid 9s mid,9d mid Jc mid,KdKh--AdAcAh,KdKh-Jh9s-AdAcAh,KdKh-Jh9s9dJc-AdAcAh,Jh 6s 9s ,9d Jc 5h ,33.0,29.0,23.0,29.0,29.0,29.0,23.0,23.0,29.0,23.0,27.0,6s mid 9s mid,0.4139999999999997,9d mid Jc mid,0.0
873,Th mid Jh mid,7d bot Jd mid,KdKh--AdAcAh,KdKh-ThJh-AdAcAh,KdKh-ThJhJd-AdAcAh7d,Th Jh 5s ,7d Jd 5h ,0.0,29.0,35.0,29.0,0.0,23.0,23.0,31.0,23.0,0.0,19.0,Th mid Jh mid,0.0,Jd mid 5h mid,0.168333333333333
874,Tc top 6h mid,7h mid Ks bot,KdKh--AdAcAh,KdKhTc-6h-AdAcAh,KdKhTc-6h7h-AdAcAhKs,Tc 6h 2s ,2h 7h Ks ,35.0,0.0,41.0,0.0,23.0,23.0,0.0,23.0,0.0,0.0,14.0,6h mid 2s mid,1.1186666666666678,2h mid 7h mid,1.389333333333333
875,6c mid 9c mid,6d mid 5c bot,KdKh--AdAcAh,KdKh-6c9c-AdAcAh,KdKh-6c9c6d-AdAcAh5c,Jd 6c 9c ,6d 5c 5h ,33.0,0.0,29.0,0.0,23.0,23.0,23.0,23.0,35.0,0.0,18.0,6c mid 9c mid,0.0,6d mid 5c top,0.10699999999999932
876,6h mid 9s mid,9d mid 2s top,KdKh--AdAcAh,KdKh-6h9s-AdAcAh,KdKh2s-6h9s9d-AdAcAh,Kc 6h 9s ,9d Td 2s ,23.0,23.0,25.0,0.0,23.0,45.0,25.0,0.0,29.0,0.0,19.0,6h mid 9s mid,0.0,9d mid Td mid,0.5710000000000015
877,Th mid 7s mid,8s bot Ks bot,KdKh--AdAcAh,KdKh-Th7s-AdAcAh,KdKh-Th7s-AdAcAh8sKs,8h Th 7s ,9h 8s Ks ,0.0,0.0,25.0,0.0,23.0,25.0,0.0,0.0,0.0,0.0,7.0,8h mid Th mid,0.4039999999999999,9h top 8s mid,9.468
878,4c top Qh mid,7c mid Qs mid,KdKh--AdAcAh,KdKh4c-Qh-AdAcAh,KdKh4c-Qh7cQs-AdAcAh,2d 4c Qh ,Jd 7c Qs ,25.0,31.0,23.0,31.0,31.0,29.0,31.0,0.0,23.0,23.0,24.0,2d mid 4c mid,2.0933333333333337,Jd mid Qs mid,0.10999999999999943
879,4d mid 7s mid,Td bot 8s top,KdKh--AdAcAh,KdKh-4d7s-AdAcAh,KdKh8s-4d7s-AdAcAhTd,4d 8c 7s ,Td Jh 8s ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,2.0,4d mid 8c mid,0.5466666666666669,Td bot 8s mid,9.533333333333333
880,Jc mid Ts mid,Td mid Qs bot,KdKh--AdAcAh,KdKh-JcTs-AdAcAh,KdKh-JcTsTd-AdAcAhQs,Jc 9h Ts ,Td Qs Ks ,0.0,0.0,23.0,29.0,25.0,0.0,23.0,23.0,0.0,35.0,15.0,9h mid Ts mid,0.20800000000000018,Td mid Qs bot,0.0
881,6h mid Qh mid,Jc top Qc mid,KdKh--AdAcAh,KdKh-6hQh-AdAcAh,KdKhJc-6hQhQc-AdAcAh,4h 6h Qh ,7d Jc Qc ,23.0,0.0,23.0,23.0,23.0,23.0,23.0,31.0,23.0,23.0,21.0,4h mid 6h mid,0.5893333333333324,7d mid Qc mid,0.31466666666666754
882,6d mid 6h mid,Jd mid Js mid,KdKh--AdAcAh,KdKh-6d6h-AdAcAh,KdKh-6d6hJdJs-AdAcAh,6d 6h Ts ,Jd 4s Js ,23.0,41.0,23.0,23.0,23.0,41.0,33.0,29.0,29.0,23.0,28.0,6d mid 6h mid,0.0,Jd mid Js mid,0.0
883,6d mid 5s mid,Td mid Th mid,KdKh--AdAcAh,KdKh-6d5s-AdAcAh,KdKh-6d5sTdTh-AdAcAh,6d Tc 5s ,2d Td Th ,23.0,25.0,23.0,23.0,23.0,29.0,29.0,0.0,25.0,0.0,20.0,6d mid 5s mid,0.0,Td mid Th mid,0.0
884,3s mid 5s mid,8d top Qs bot,KdKh--AdAcAh,KdKh-3s5s-AdAcAh,KdKh8d-3s5s-AdAcAhQs,8h 3s 5s ,8d Kc Qs ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,2.0,3s mid 5s mid,0.0,8d bot Qs mid,2.2123333333333335
885,Qd mid Qc mid,Td bot 2s mid,KdKh--AdAcAh,KdKh-QdQc-AdAcAh,KdKh-QdQc2s-AdAcAhTd,Jd Qd Qc ,Td 6h 2s ,23.0,23.0,23.0,0.0,23.0,0.0,25.0,23.0,25.0,25.0,19.0,Qd mid Qc mid,0.0,Td mid 2s mid,0.19433333333333636
886,8d bot 3c mid,5h mid 5s mid,KdKh--AdAcAh,KdKh-3c-AdAcAh8d,KdKh-3c5h5s-AdAcAh8d,8d Jd 3c ,5h 5s Ks ,25.0,29.0,23.0,0.0,0.0,23.0,31.0,25.0,0.0,23.0,17.0,8d mid Jd mid,2.3339999999999996,5h mid 5s mid,0.0
887,5c mid 5s mid,7c mid 7h mid,KdKh--AdAcAh,KdKh-5c5s-AdAcAh,KdKh-5c5s7c7h-AdAcAh,4d 5c 5s ,7c Jc 7h ,23.0,41.0,33.0,23.0,29.0,29.0,33.0,64.0,41.0,33.0,34.0,5c mid 5s mid,0.0,7c mid 7h mid,0.0
888,3s mid 9s mid,9d mid Jh top,KdKh--AdAcAh,KdKh-3s9s-AdAcAh,KdKhJh-3s9s9d-AdAcAh,Qc 3s 9s ,9d Jh Ks ,25.0,35.0,0.0,29.0,29.0,25.0,25.0,23.0,0.0,23.0,21.0,3s mid 9s mid,0.0,9d mid Jh bot,0.28233333333333377
889,3c mid 4c mid,8c top 5s mid,KdKh--AdAcAh,KdKh-3c4c-AdAcAh,KdKh8c-3c4c5s-AdAcAh,8d 3c 4c ,7d 8c 5s ,23.0,0.0,0.0,0.0,23.0,33.0,23.0,0.0,0.0,0.0,10.0,3c mid 4c mid,0.0,7d bot 8c mid,1.213333333333333
890,Jd mid Js mid,2h mid 4s top,KdKh--AdAcAh,KdKh-JdJs-AdAcAh,KdKh4s-JdJs2h-AdAcAh,7d Jd Js ,Qc 2h 4s ,0.0,23.0,23.0,0.0,31.0,23.0,29.0,0.0,23.0,29.0,18.0,Jd mid Js mid,0.0,2h mid 4s mid,0.6546666666666674
891,Jd mid 3c bot,Jc mid Js mid,KdKh--AdAcAh,KdKh-Jd-AdAcAh3c,KdKh-JdJcJs-AdAcAh3c,6d Jd 3c ,Jc Kc Js ,31.0,25.0,45.0,41.0,45.0,25.0,25.0,25.0,25.0,25.0,31.0,6d mid 3c mid,2.338000000000001,Jc mid Js mid,0.0
892,5h mid 6s mid,3c bot Js top,KdKh--AdAcAh,KdKh-5h6s-AdAcAh,KdKhJs-5h6s-AdAcAh3c,5h 2s 6s ,2d 3c Js ,0.0,23.0,0.0,0.0,23.0,0.0,23.0,29.0,25.0,0.0,12.0,5h mid 6s mid,0.0,3c mid Js bot,1.8200000000000003
893,9c mid 8h mid,8d mid Jd top,KdKh--AdAcAh,KdKh-9c8h-AdAcAh,KdKhJd-9c8h8d-AdAcAh,9c 8h 4s ,3d 8d Jd ,31.0,23.0,41.0,25.0,0.0,25.0,0.0,23.0,23.0,25.0,21.0,9c mid 8h mid,0.0,8d mid Jd bot,0.5443333333333342
894,5c mid 3s mid,Qh mid 9s top,KdKh--AdAcAh,KdKh-5c3s-AdAcAh,KdKh9s-5c3sQh-AdAcAh,5c Jh 3s ,Qh 9s Ts ,0.0,25.0,23.0,0.0,0.0,0.0,0.0,25.0,0.0,23.0,9.0,5c mid 3s mid,0.0,Qh bot Ts mid,0.18966666666666576
895,9d mid 3h mid,7h top 5s bot,KdKh--AdAcAh,KdKh-9d3h-AdAcAh,KdKh7h-9d3h-AdAcAh5s,9d 2c 3h ,Qc 7h 5s ,0.0,0.0,0.0,23.0,31.0,23.0,0.0,0.0,23.0,23.0,12.0,2c mid 3h mid,0.2640000000000011,Qc bot 7h mid,9.157333333333334
896,8c mid Jh mid,8h mid 9s bot,KdKh--AdAcAh,KdKh-8cJh-AdAcAh,KdKh-8cJh8h-AdAcAh9s,8c Jh 5s ,8h 9s Ks ,29.0,0.0,0.0,41.0,23.0,25.0,0.0,29.0,23.0,29.0,19.0,8c mid Jh mid,0.0,8h mid 9s bot,0.0
897,7s mid Js mid,2d mid 2h mid,KdKh--AdAcAh,KdKh-7sJs-AdAcAh,KdKh-7sJs2d2h-AdAcAh,6h 7s Js ,2d 2h 3s ,25.0,29.0,0.0,0.0,23.0,0.0,31.0,23.0,29.0,33.0,19.0,7s mid Js mid,0.0,2d mid 2h mid,0.0
898,9d mid 8c mid,Ts mid As bot,KdKh--AdAcAh,KdKh-9d8c-AdAcAh,KdKh-9d8cTs-AdAcAhAs,5d 9d 8c ,5c Ts As ,37.0,37.0,37.0,60.0,33.0,0.0,0.0,0.0,0.0,37.0,24.0,5d mid 9d mid,0.25,Ts mid As bot,0.0
899,6d mid 6h mid,7h mid 9s top,KdKh--AdAcAh,KdKh-6d6h-AdAcAh,KdKh9s-6d6h7h-AdAcAh,6d Qc 6h ,3d 7h 9s ,23.0,0.0,33.0,0.0,23.0,23.0,0.0,23.0,29.0,23.0,17.0,6d mid 6h mid,0.0,3d bot 9s mid,0.7576666666666654
900,5c mid Qs mid,6d bot 5h mid,KdKh--AdAcAh,KdKh-5cQs-AdAcAh,KdKh-5cQs5h-AdAcAh6d,5c Jc Qs ,2d 6d 5h ,0.0,25.0,29.0,29.0,0.0,29.0,23.0,25.0,29.0,23.0,21.0,5c mid Jc mid,0.7446666666666655,6d mid 5h mid,0.1806666666666672
901,2c mid Ks mid,2d mid 8s top,KdKh--AdAcAh,KdKh-2cKs-AdAcAh,KdKh8s-2cKs2d-AdAcAh,7d 2c Ks ,2d Qh 8s ,25.0,0.0,23.0,31.0,0.0,23.0,23.0,0.0,25.0,0.0,15.0,7d mid 2c mid,2.6886666666666663,2d mid Qh mid,1.0009999999999977
902,8c mid Jc mid,4d bot 9d mid,KdKh--AdAcAh,KdKh-8cJc-AdAcAh,KdKh-8cJc9d-AdAcAh4d,5d 8c Jc ,4d 9d Ks ,0.0,0.0,31.0,0.0,23.0,0.0,33.0,0.0,0.0,29.0,11.0,8c mid Jc mid,0.0,4d bot 9d mid,0.0
903,2d mid Tc mid,2c mid Js bot,KdKh--AdAcAh,KdKh-2dTc-AdAcAh,KdKh-2dTc2c-AdAcAhJs,2d Tc 3s ,8d 2c Js ,0.0,31.0,0.0,23.0,23.0,0.0,31.0,0.0,23.0,25.0,15.0,2d mid 3s mid,0.24799999999999933,8d bot 2c mid,0.12233333333333363
904,8c mid Qc mid,4d top Qs mid,KdKh--AdAcAh,KdKh-8cQc-AdAcAh,KdKh4d-8cQcQs-AdAcAh,8c Qc 3h ,4d 3c Qs ,23.0,25.0,0.0,31.0,33.0,31.0,23.0,25.0,23.0,33.0,24.0,8c mid Qc mid,0.0,3c mid Qs mid,0.4023333333333312
905,9d mid 7c mid,Jh mid Js mid,KdKh--AdAcAh,KdKh-9d7c-AdAcAh,KdKh-9d7cJhJs-AdAcAh,9d 7c 3s ,Jh 5s Js ,31.0,23.0,25.0,0.0,35.0,31.0,29.0,0.0,0.0,0.0,17.0,9d mid 7c mid,0.0,Jh mid Js mid,0.0
906,Jc mid 9s mid,7d top 4h bot,KdKh--AdAcAh,KdKh-Jc9s-AdAcAh,KdKh7d-Jc9s-AdAcAh4h,Jc 2s 9s ,7d 4h 5h ,23.0,23.0,0.0,23.0,0.0,33.0,29.0,25.0,25.0,31.0,21.0,Jc mid 9s mid,0.0,7d mid 4h bot,9.734
907,6c mid Th bot,3c mid 8h top,KdKh--AdAcAh,KdKh-6c-AdAcAhTh,KdKh8h-6c3c-AdAcAhTh,Jd 6c Th ,2d 3c 8h ,0.0,0.0,23.0,35.0,0.0,31.0,23.0,0.0,0.0,0.0,11.0,Jd mid Th mid,1.647333333333334,2d mid 3c mid,1.5099999999999998
908,8d mid 8s mid,5h mid Th bot,KdKh--AdAcAh,KdKh-8d8s-AdAcAh,KdKh-8d8s5h-AdAcAhTh,8d 8s 9s ,Jd 5h Th ,41.0,29.0,0.0,0.0,33.0,23.0,25.0,0.0,0.0,0.0,15.0,8d mid 8s mid,0.0,5h mid Th mid,0.33200000000000074
909,4d mid Ks mid,Tc top 5h bot,KdKh--AdAcAh,KdKh-4dKs-AdAcAh,KdKhTc-4dKs-AdAcAh5h,4d Th Ks ,9c Tc 5h ,0.0,0.0,25.0,23.0,35.0,0.0,0.0,0.0,0.0,0.0,8.0,4d mid Th mid,2.7686666666666664,9c bot 5h mid,1.232333333333333
910,8d mid 8c mid,Td top Jc mid,KdKh--AdAcAh,KdKh-8d8c-AdAcAh,KdKhTd-8d8cJc-AdAcAh,8d 8c 4s ,Td Jc 5h ,31.0,29.0,33.0,23.0,25.0,25.0,23.0,31.0,0.0,23.0,24.0,8d mid 8c mid,0.0,Td mid 5h mid,0.6563333333333361
911,3h mid 4h mid,Ts bot Qs mid,KdKh--AdAcAh,KdKh-3h4h-AdAcAh,KdKh-3h4hQs-AdAcAhTs,9c 3h 4h ,8s Ts Qs ,29.0,0.0,25.0,0.0,0.0,25.0,29.0,0.0,0.0,0.0,10.0,3h mid 4h mid,0.0,Ts bot Qs mid,0.0
912,2d mid 2s mid,2c mid 6s mid,KdKh--AdAcAh,KdKh-2d2s-AdAcAh,KdKh-2d2s2c6s-AdAcAh,2d 2s As ,2c 5s 6s ,25.0,25.0,25.0,25.0,25.0,25.0,41.0,25.0,25.0,41.0,28.0,2d mid 2s mid,0.0,2c mid 5s bot,0.5109999999999992
913,5c mid 6c mid,2s top 8s mid,KdKh--AdAcAh,KdKh-5c6c-AdAcAh,KdKh2s-5c6c8s-AdAcAh,5c 6c 3s ,Jd 2s 8s ,23.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,4.0,5c mid 6c mid,0.0,2s bot 8s mid,0.684333333333333
914,7c mid 8c mid,9d bot 7s mid,KdKh--AdAcAh,KdKh-7c8c-AdAcAh,KdKh-7c8c7s-AdAcAh9d,7c 8c Qc ,9d Jd 7s ,23.0,0.0,29.0,35.0,0.0,23.0,0.0,29.0,0.0,23.0,16.0,7c mid 8c mid,0.0,Jd mid 7s mid,0.0486666666666693
915,4d mid 6s mid,8d mid Td top,KdKh--AdAcAh,KdKh-4d6s-AdAcAh,KdKhTd-4d6s8d-AdAcAh,4d 3c 6s ,2d 8d Td ,0.0,25.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,7.0,4d mid 6s mid,0.0,2d bot 8d mid,0.629999999999999
916,9c mid 8h mid,9d mid 3h top,KdKh--AdAcAh,KdKh-9c8h-AdAcAh,KdKh3h-9c8h9d-AdAcAh,Qd 9c 8h ,9d 3h Qh ,0.0,23.0,0.0,41.0,23.0,23.0,33.0,23.0,25.0,31.0,22.0,Qd mid 9c mid,0.012000000000000455,9d mid 3h mid,0.4536666666666669
917,8c mid 8h mid,3s mid 9s top,KdKh--AdAcAh,KdKh-8c8h-AdAcAh,KdKh9s-8c8h3s-AdAcAh,8c 8h 4s ,3s 9s Ts ,0.0,33.0,25.0,23.0,33.0,31.0,25.0,29.0,29.0,0.0,22.0,8c mid 8h mid,0.0,3s mid 9s mid,0.751333333333335
918,Qc mid Js mid,Jd mid Th bot,KdKh--AdAcAh,KdKh-QcJs-AdAcAh,KdKh-QcJsJd-AdAcAhTh,7c Qc Js ,Jd Th Ks ,0.0,0.0,23.0,25.0,23.0,0.0,25.0,23.0,23.0,23.0,16.0,7c mid Qc mid,0.0519999999999996,Jd mid Th bot,0.0
919,5d mid Tc mid,4d mid 4s mid,KdKh--AdAcAh,KdKh-5dTc-AdAcAh,KdKh-5dTc4d4s-AdAcAh,5d Tc 7s ,4d 3s 4s ,23.0,35.0,25.0,25.0,23.0,0.0,0.0,0.0,0.0,29.0,16.0,5d mid 7s mid,0.33000000000000007,4d mid 4s mid,0.0
920,Jh mid Ts mid,5c mid 5h mid,KdKh--AdAcAh,KdKh-JhTs-AdAcAh,KdKh-JhTs5c5h-AdAcAh,Jh Ts Qs ,2c 5c 5h ,29.0,31.0,33.0,25.0,35.0,0.0,0.0,0.0,25.0,25.0,20.0,Ts mid Qs mid,0.7473333333333336,5c mid 5h mid,0.0
921,Qd mid Qh mid,5h mid 3s bot,KdKh--AdAcAh,KdKh-QdQh-AdAcAh,KdKh-QdQh5h-AdAcAh3s,Qd Tc Qh ,7d 5h 3s ,23.0,29.0,23.0,25.0,33.0,23.0,0.0,0.0,23.0,0.0,17.0,Qd mid Qh mid,0.0,7d bot 3s mid,0.11499999999999844
922,2d mid 5c mid,Td top Qd bot,KdKh--AdAcAh,KdKh-2d5c-AdAcAh,KdKhTd-2d5c-AdAcAhQd,2d 9d 5c ,Td Qd 9c ,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,5.0,2d mid 9d mid,0.22533333333333339,Td mid 9c bot,9.143
923,Td mid Jh mid,Tc mid 7s top,KdKh--AdAcAh,KdKh-TdJh-AdAcAh,KdKh7s-TdJhTc-AdAcAh,Td 7h Jh ,6d Tc 7s ,25.0,0.0,41.0,25.0,25.0,29.0,25.0,29.0,25.0,25.0,24.0,Td mid Jh mid,0.0,Tc mid 7s bot,0.451666666666668
924,Th top 3s mid,Td mid Jh mid,KdKh--AdAcAh,KdKhTh-3s-AdAcAh,KdKhTh-3sTdJh-AdAcAh,5c Th 3s ,Td Kc Jh ,0.0,0.0,29.0,25.0,0.0,23.0,0.0,0.0,23.0,25.0,12.0,5c mid 3s mid,2.001999999999999,Td bot Jh mid,0.3243333333333336
925,3d mid 3h mid,6d mid 6h mid,KdKh--AdAcAh,KdKh-3d3h-AdAcAh,KdKh-3d3h6d6h-AdAcAh,3d 3h Ks ,6d Tc 6h ,23.0,33.0,33.0,23.0,29.0,23.0,64.0,41.0,29.0,29.0,32.0,3d mid 3h mid,0.0,6d mid 6h mid,0.0
926,9c mid Jh mid,Kc mid Ks mid,KdKh--AdAcAh,KdKh-9cJh-AdAcAh,KdKh-9cJhKcKs-AdAcAh,9c 4h Jh ,Jd Kc Ks ,33.0,23.0,29.0,29.0,29.0,23.0,29.0,29.0,33.0,29.0,28.0,9c mid Jh mid,0.0,Kc mid Ks mid,0.0
927,4s mid 5s mid,3c mid Th bot,KdKh--AdAcAh,KdKh-4s5s-AdAcAh,KdKh-4s5s3c-AdAcAhTh,2c 4s 5s ,3c Th Jh ,0.0,0.0,0.0,0.0,29.0,0.0,25.0,0.0,0.0,29.0,8.0,4s mid 5s mid,0.0,3c mid Th bot,0.0
928,3d mid 4c mid,2d top 9d bot,KdKh--AdAcAh,KdKh-3d4c-AdAcAh,KdKh2d-3d4c-AdAcAh9d,3d 4c Ks ,2d 9d Qs ,23.0,0.0,0.0,25.0,0.0,37.0,0.0,0.0,0.0,0.0,8.0,3d mid 4c mid,0.0,2d mid 9d bot,1.7866666666666662
929,Tc mid 7h mid,8d top 7c mid,KdKh--AdAcAh,KdKh-Tc7h-AdAcAh,KdKh8d-Tc7h7c-AdAcAh,Tc 2h 7h ,8d 7c 2s ,25.0,25.0,23.0,0.0,25.0,23.0,25.0,29.0,29.0,23.0,22.0,Tc mid 7h mid,0.0,8d mid 7c mid,0.8023333333333333
930,5d mid 5h mid,2d mid Qd top,KdKh--AdAcAh,KdKh-5d5h-AdAcAh,KdKhQd-5d5h2d-AdAcAh,5d 5h Qs ,2d Qd Kc ,23.0,31.0,23.0,25.0,23.0,23.0,41.0,33.0,23.0,25.0,27.0,5d mid 5h mid,0.0,2d mid Qd mid,0.1620000000000026
931,4h mid 6h mid,Qd mid Qh mid,KdKh--AdAcAh,KdKh-4h6h-AdAcAh,KdKh-4h6hQdQh-AdAcAh,4h 6h Ks ,Qd Qh Js ,25.0,0.0,23.0,35.0,0.0,0.0,0.0,0.0,23.0,31.0,13.0,4h mid 6h mid,0.0,Qd mid Qh mid,0.0
